ids,filenames,text,type,conv
/Users/loganfecko/Desktop/Summer_Research/traceXplainer/dvc-data/systems/dronology/corpus/req/RE-101.txt,RE-101.txt,"[SUMMARY]
Assigning new flight plan upon completion of previous flight
[DESCRIPTION]
If a UAV has pending flight plans  then when it reaches the final waypoint of its current flight plan  the _SingleUAVFlightPlanScheduler_ shall execute the next assigned flight plan.",req,summari assign new flight plan upon complet previous flight descript uav pend flight plan reach final waypoint current flight plan singl uavflight plan schedul shall execut next assign flight plan
/Users/loganfecko/Desktop/Summer_Research/traceXplainer/dvc-data/systems/dronology/corpus/req/RE-505.txt,RE-505.txt,"[SUMMARY]
Flight route persistence
[DESCRIPTION]
The _FlightRouteManager_ shall persist flight routes.",req,summari flight rout persist descript flight rout manag shall persist flight rout
/Users/loganfecko/Desktop/Summer_Research/traceXplainer/dvc-data/systems/dronology/corpus/req/RE-25.txt,RE-25.txt,"[SUMMARY]
UAV Identification
[DESCRIPTION]
The _VehicleCore_ shall assign a unique ID to each activated UAV.",req,summari uav identif descript vehicl core shall assign uniqu activ uav
/Users/loganfecko/Desktop/Summer_Research/traceXplainer/dvc-data/systems/dronology/corpus/req/RE-706.txt,RE-706.txt,"[SUMMARY]
Publishing Monitoring Messages
[DESCRIPTION]
The _DronologyRuntimeMonitor_ shall be able to receive messages from any Dronology component",req,summari publish monitor messag descript dronolog runtim monitor shall abl receiv messag dronolog compon
/Users/loganfecko/Desktop/Summer_Research/traceXplainer/dvc-data/systems/dronology/corpus/req/RE-510.txt,RE-510.txt,"[SUMMARY]
Coordinate system conversion
[DESCRIPTION]
When requested  the _CoordinateSystem_ shall transform coordinates to alternate formats.",req,summari coordin system convers descript request coordin system shall transform coordin altern format
/Users/loganfecko/Desktop/Summer_Research/traceXplainer/dvc-data/systems/dronology/corpus/req/RE-100.txt,RE-100.txt,"[SUMMARY]
Removal of planned flight
[DESCRIPTION]
If requested  the _SingleUAVFlightPlanScheduler_ shall unassign the flight plan assigned to a UAV that is awaiting execution.",req,summari remov plan flight descript request singl uavflight plan schedul shall unassign flight plan assign uav await execut
/Users/loganfecko/Desktop/Summer_Research/traceXplainer/dvc-data/systems/dronology/corpus/req/RE-114.txt,RE-114.txt,"[SUMMARY]
Display map in UI
[DESCRIPTION]
When the _RealTimeFlightUI_ is loaded  a map shall be displayed.",req,summari display map descript real time flight load map shall display
/Users/loganfecko/Desktop/Summer_Research/traceXplainer/dvc-data/systems/dronology/corpus/req/RE-672.txt,RE-672.txt,"[SUMMARY]
Route creation and modification
[DESCRIPTION]
The _RouteCreationUI_ shall allow the user to create and modify a route.",req,summari rout creation modif descript rout creation shall allow user creat modifi rout
/Users/loganfecko/Desktop/Summer_Research/traceXplainer/dvc-data/systems/dronology/corpus/req/RE-103.txt,RE-103.txt,"[SUMMARY]
Remove pending plans when return-to-home
[DESCRIPTION]
When a UAV's current flight is cancelled  the _SingleUAVFlightPlanScheduler_ shall in turn cancel all scheduled flight plans for that UAV.",req,summari remov pend plan return home descript uav current flight cancel singl uavflight plan schedul shall turn cancel schedul flight plan uav
/Users/loganfecko/Desktop/Summer_Research/traceXplainer/dvc-data/systems/dronology/corpus/req/RE-709.txt,RE-709.txt,"[SUMMARY]
Connect GCS to Dronology via Middleware
[DESCRIPTION]
The _GCSMiddleware_ shall handle multiple _GCS_",req,summari connect gcs dronolog via middlewar descript gcsmiddlewar shall handl multipl gcs
/Users/loganfecko/Desktop/Summer_Research/traceXplainer/dvc-data/systems/dronology/corpus/req/RE-643.txt,RE-643.txt,"[SUMMARY]
Load default coordinates
[DESCRIPTION]
When loading the map view it shall be positioned at the pre-defined location",req,summari load default coordin descript load map view shall posit pre defin locat
/Users/loganfecko/Desktop/Summer_Research/traceXplainer/dvc-data/systems/dronology/corpus/req/RE-722.txt,RE-722.txt,"[SUMMARY]
UAV Messages
[DESCRIPTION]
The _GCSMiddleware_ shall handle state messages   monitoring messages  and mode change messages  received from an _GCS_.",req,summari uav messag descript gcsmiddlewar shall handl state messag monitor messag mode chang messag receiv gcs
/Users/loganfecko/Desktop/Summer_Research/traceXplainer/dvc-data/systems/dronology/corpus/req/RE-508.txt,RE-508.txt,"[SUMMARY]
Specify takeoff altitude
[DESCRIPTION]
When a flight route requires a customized takeoff altitude that differs from the system's default takeoff altitude  it shall be specified in the flight route.",req,summari specifi takeoff altitud descript flight rout requir custom takeoff altitud differ system default takeoff altitud shall specifi flight rout
/Users/loganfecko/Desktop/Summer_Research/traceXplainer/dvc-data/systems/dronology/corpus/req/RE-28.txt,RE-28.txt,"[SUMMARY]
UAV Flight Plan Execution
[DESCRIPTION]
The _SingleUAVFlightPlanScheduler_ shall only execute one flight plan at a time for each UAV.",req,summari uav flight plan execut descript singl uavflight plan schedul shall execut one flight plan time uav
/Users/loganfecko/Desktop/Summer_Research/traceXplainer/dvc-data/systems/dronology/corpus/req/RE-681.txt,RE-681.txt,"[SUMMARY]
Display activated UAVs
[DESCRIPTION]
The _RealTimeFlightUI_ shall display the name and status of all currently activated UAVs",req,summari display activ uav descript real time flight shall display name status current activ uav
/Users/loganfecko/Desktop/Summer_Research/traceXplainer/dvc-data/systems/dronology/corpus/req/RE-695.txt,RE-695.txt,"[SUMMARY]
Following UAVs
[DESCRIPTION]
The _RealTimeFlightUI_ shall allow users to follow one or multiple UAVs on the map.",req,summari follow uav descript real time flight shall allow user follow one multipl uav map
/Users/loganfecko/Desktop/Summer_Research/traceXplainer/dvc-data/systems/dronology/corpus/req/RE-656.txt,RE-656.txt,"[SUMMARY]
Modify assigned routes
[DESCRIPTION]
A user may reorder routes or remove flight plans assigned to a UAV as long as the flight has not started execution.",req,summari modifi assign rout descript user may reorder rout remov flight plan assign uav long flight start execut
/Users/loganfecko/Desktop/Summer_Research/traceXplainer/dvc-data/systems/dronology/corpus/req/RE-646.txt,RE-646.txt,"[SUMMARY]
Assign Routes
[DESCRIPTION]
The _RouteAssignmentUI_ shall provide means to select an existing routes and assign them to a UAV.",req,summari assign rout descript rout assign shall provid mean select exist rout assign uav
/Users/loganfecko/Desktop/Summer_Research/traceXplainer/dvc-data/systems/dronology/corpus/req/RE-691.txt,RE-691.txt,"[SUMMARY]
UAV Operations
[DESCRIPTION]
The _RealTimeFlightUI_ shall allow users to apply flight operations to one or more selected UAVs.",req,summari uav oper descript real time flight shall allow user appli flight oper one select uav
/Users/loganfecko/Desktop/Summer_Research/traceXplainer/dvc-data/systems/dronology/corpus/req/RE-679.txt,RE-679.txt,"[SUMMARY]
Display a list of existing routes
[DESCRIPTION]
When the _RouteCreationUI_ is loaded a list of all existing routes shall be displayed.",req,summari display list exist rout descript rout creation load list exist rout shall display
/Users/loganfecko/Desktop/Summer_Research/traceXplainer/dvc-data/systems/dronology/corpus/req/RE-693.txt,RE-693.txt,"[SUMMARY]
Emergency operations
[DESCRIPTION]
The _RealTimeFlightUI_ shall allow users to perform emergency operations (e.g. hovering multiple UAVs  sending multiple UAVs to home) to a group of UAVs",req,summari emerg oper descript real time flight shall allow user perform emerg oper hover multipl uav send multipl uav home group uav
/Users/loganfecko/Desktop/Summer_Research/traceXplainer/dvc-data/systems/dronology/corpus/req/RE-637.txt,RE-637.txt,"[SUMMARY]
UI middleware supports route assignment to UAV
[DESCRIPTION]
The _UIMiddleware_ shall enable an existing route to be assigned to an active UAV.",req,summari middlewar support rout assign uav descript uimiddlewar shall enabl exist rout assign activ uav
/Users/loganfecko/Desktop/Summer_Research/traceXplainer/dvc-data/systems/dronology/corpus/req/RE-555.txt,RE-555.txt,"[SUMMARY]
Hover at completion of flight
[DESCRIPTION]
If a UAV does not have any pending flight plans  then when it reaches the final waypoint of its current flight plan  the _SingleUAVFlightPlanScheduler_ shall notify the UAV to hover in place.",req,summari hover complet flight descript uav pend flight plan reach final waypoint current flight plan singl uavflight plan schedul shall notifi uav hover place
/Users/loganfecko/Desktop/Summer_Research/traceXplainer/dvc-data/systems/dronology/corpus/req/RE-541.txt,RE-541.txt,"[SUMMARY]
Predefined flight patterns
[DESCRIPTION]
The _MissionPlanner _shall manage predefined FlightPatterns",req,summari predefin flight pattern descript mission planner shall manag predefin flight pattern
/Users/loganfecko/Desktop/Summer_Research/traceXplainer/dvc-data/systems/dronology/corpus/req/RE-596.txt,RE-596.txt,"[SUMMARY]
Simulate land
[DESCRIPTION]
When given a landing command the _InternalSimulator_ shall move the UAV from to the ground altitude corresponding to its current longitude and latitude.",req,summari simul land descript given land command intern simul shall move uav ground altitud correspond current longitud latitud
/Users/loganfecko/Desktop/Summer_Research/traceXplainer/dvc-data/systems/dronology/corpus/req/RE-8.txt,RE-8.txt,"[SUMMARY]
UAV State transitions
[DESCRIPTION]
When requested  the _VehicleCore_ shall shall transition the UAV between states according to allowed state transitions as depicted in the UAV state transition diagram",req,summari uav state transit descript request vehicl core shall shall transit uav state accord allow state transit depict uav state transit diagram
/Users/loganfecko/Desktop/Summer_Research/traceXplainer/dvc-data/systems/dronology/corpus/req/RE-597.txt,RE-597.txt,"[SUMMARY]
Simulate battery
[DESCRIPTION]
The _InternalSimulator_ shall approximate the state of the battery",req,summari simul batteri descript intern simul shall approxim state batteri
/Users/loganfecko/Desktop/Summer_Research/traceXplainer/dvc-data/systems/dronology/corpus/req/RE-634.txt,RE-634.txt,"[SUMMARY]
UI middleware provides support for modifying flight routes
[DESCRIPTION]
The _UIMiddleware_ shall enable the creation and modification of flight routes",req,summari middlewar provid support modifi flight rout descript uimiddlewar shall enabl creation modif flight rout
/Users/loganfecko/Desktop/Summer_Research/traceXplainer/dvc-data/systems/dronology/corpus/req/RE-595.txt,RE-595.txt,"[SUMMARY]
Simulate goto
[DESCRIPTION]
When given a goto command  the _InternalSimulator_ shall update the location of the UAV at increments of {{SIMULATION_STEP_SIZE}} meters  moving it towards the target destination until the destination is reached.",req,summari simul goto descript given goto command intern simul shall updat locat uav increment simul step size meter move toward target destin destin reach
/Users/loganfecko/Desktop/Summer_Research/traceXplainer/dvc-data/systems/dronology/corpus/req/RE-594.txt,RE-594.txt,"[SUMMARY]
Simulate takeoff
[DESCRIPTION]
When given a takeoff command the _InternalSimulator_ shall move the UAV to the takeoff altitude corresponding to its current longitude and latitude.",req,summari simul takeoff descript given takeoff command intern simul shall move uav takeoff altitud correspond current longitud latitud
/Users/loganfecko/Desktop/Summer_Research/traceXplainer/dvc-data/systems/dronology/corpus/req/RE-77.txt,RE-77.txt,"[SUMMARY]
Waypoint definition
[DESCRIPTION]
Each waypoint shall be specified using coordinates that include longitude  latitude  and altitude.",req,summari waypoint definit descript waypoint shall specifi use coordin includ longitud latitud altitud
/Users/loganfecko/Desktop/Summer_Research/traceXplainer/dvc-data/systems/dronology/corpus/req/RE-547.txt,RE-547.txt,"[SUMMARY]
Flight Plan scheduling
[DESCRIPTION]
When requested  the _SingleUAVFlightPlanScheduler_ shall schedule a route for execution.",req,summari flight plan schedul descript request singl uavflight plan schedul shall schedul rout execut
/Users/loganfecko/Desktop/Summer_Research/traceXplainer/dvc-data/systems/dronology/corpus/req/RE-630.txt,RE-630.txt,"[SUMMARY]
UI middleware forwards commands from clients to dronology
[DESCRIPTION]
The _UIMiddleware_ accepts commands from UIs and forwards to Dronology",req,summari middlewar forward command client dronolog descript uimiddlewar accept command forward dronolog
/Users/loganfecko/Desktop/Summer_Research/traceXplainer/dvc-data/systems/dronology/corpus/req/RE-626.txt,RE-626.txt,"[SUMMARY]
UI middleware lists currently active UAVs
[DESCRIPTION]
The _UIMiddleware_ shall provide a list of all active UAVs",req,summari middlewar list current activ uav descript uimiddlewar shall provid list activ uav
/Users/loganfecko/Desktop/Summer_Research/traceXplainer/dvc-data/systems/dronology/corpus/req/RE-424.txt,RE-424.txt,"[SUMMARY]
Return To Home without detours
[DESCRIPTION]
""When the """"return to home"""" command is issued  the _FlightManager_ shall return the UAV to its original launch location without issuing any additional waypoint or routing commands.""",req,summari return home without detour descript return home command issu flight manag shall return uav origin launch locat without issu addit waypoint rout command
/Users/loganfecko/Desktop/Summer_Research/traceXplainer/dvc-data/systems/dronology/corpus/req/RE-587.txt,RE-587.txt,"[SUMMARY]
Deactivates Physical UAVs
[DESCRIPTION]
When a UAV is deactivated the _UAVActivationManager_ shall cancel all current and scheduled flight plans",req,summari deactiv physic uav descript uav deactiv uavactiv manag shall cancel current schedul flight plan
/Users/loganfecko/Desktop/Summer_Research/traceXplainer/dvc-data/systems/dronology/corpus/req/RE-545.txt,RE-545.txt,"[SUMMARY]
Cancel Mission
[DESCRIPTION]
When requested  if a mission is currently active  the _MissionPlanner _shall cancel the active mission.",req,summari cancel mission descript request mission current activ mission planner shall cancel activ mission
/Users/loganfecko/Desktop/Summer_Research/traceXplainer/dvc-data/systems/dronology/corpus/req/RE-551.txt,RE-551.txt,"[SUMMARY]
Automatic Flight Plan Assignment
[DESCRIPTION]
If a scheduled flight is not manually assigned to a UAV  the _SingleUAVFlightPlanScheduler_ shall assign the route automatically to an UAV",req,summari automat flight plan assign descript schedul flight manual assign uav singl uavflight plan schedul shall assign rout automat uav
