 Source Target
162 RE-691.txt AFInfoBox.java
163 RE-693.txt AFEmergencyComponent.java
164 RE-695.txt AFFollowBar.java
165 RE-695.txt AFMapComponent.java
166 RE-701.txt AbstractDroneCommand.java
167 RE-701.txt AbstractUAVMessage.java
168 RE-701.txt ArtifactIdentifier.java
169 RE-701.txt DispatchQueueManager.java
170 RE-701.txt DroneConnectorService.java
171 RE-701.txt DroneConnectorServiceInstance.java
172 RE-701.txt DroneFlightStateManager.java
173 RE-701.txt DroneMonitoringService.java
174 RE-701.txt DroneMonitoringServiceInstance.java
175 RE-701.txt DronologyMonitoringManager.java
176 RE-701.txt DronologyServiceRunner.java
177 RE-701.txt FlightPlan.java
178 RE-701.txt GroundstationConnector.java
179 RE-701.txt IDroneConnectorServiceInstance.java
180 RE-701.txt IDroneMonitoringServiceInstance.java
181 RE-701.txt IFlightPlan.java
182 RE-701.txt IMonitorableMessage.java
183 RE-701.txt IMonitoringDataHandler.java
184 RE-701.txt IRemoteMonitoringMessageHandler.java
185 RE-701.txt IncommingGroundstationConnectionServer.java
186 RE-701.txt ManagedDrone.java
187 RE-701.txt MessageMarshaller.java
188 RE-701.txt MonitoringConnectionTester.java
189 RE-701.txt MonitoringDispatchThread.java
190 RE-701.txt PhysicalDrone.java
191 RE-701.txt PhysicalDroneFleetFactory.java
192 RE-701.txt PlanPoolManager.java
193 RE-701.txt RemindsConnector.java
194 RE-701.txt RemoteMessageHandler.java
195 RE-701.txt SendToSubscriberCallable.java
196 RE-701.txt SimpleTakeoffFlightPlan.java
197 RE-701.txt StateMessageTypeAdapter.java
198 RE-701.txt UAVAcknowledgeMessage.java
199 RE-701.txt UAVMonitorableMessage.java
200 RE-701.txt UAVPlanChangeMessage.java
201 RE-701.txt UAVStateChangeMessage.java
202 RE-701.txt VirtualDroneFleetFactory.java
203 RE-706.txt ArtifactIdentifier.java
204 RE-706.txt IMonitorableMessage.java
205 RE-706.txt UAVMonitorableMessage.java
206 RE-709.txt ConnectionRequestMessage.java
207 RE-709.txt DispatchQueueManager.java
208 RE-709.txt DronologyServiceRunner.java
209 RE-709.txt GroundstationConnector.java
210 RE-709.txt IncommingGroundstationConnectionServer.java
211 RE-709.txt PhysicalDroneFleetFactory.java
212 RE-709.txt RuntimeDroneTypes.java
213 RE-714.txt AbstractDroneCommand.java
214 RE-714.txt CommandIds.java
215 RE-714.txt ConnectionRequestMessage.java
216 RE-714.txt GoToCommand.java
217 RE-714.txt GroundstationConnector.java
218 RE-714.txt IDroneCommand.java
219 RE-714.txt ReadDispatcher.java
220 RE-714.txt SetGimbalRotationCommand.java
221 RE-714.txt SetGimbalTargetCommand.java
222 RE-714.txt SetGroundSpeedCommand.java
223 RE-714.txt SetMonitoringFrequencyCommand.java
224 RE-714.txt SetStateFrequencyCommand.java
225 RE-714.txt SetVelocityCommand.java
226 RE-714.txt TakeoffCommand.java
227 RE-714.txt UAVHandshakeMessage.java
228 RE-722.txt UAVMessageFactory.java
229 RE-722.txt UAVModeChangeMessage.java
230 RE-722.txt UAVMonitoringMessage.java
231 RE-722.txt UAVStateMessage.java
232 RE-729.txt AbstractDroneCommand.java
233 RE-729.txt CommandIds.java
234 RE-729.txt EmergencyStopCommand.java
235 RE-729.txt GoToCommand.java
236 RE-729.txt IDroneCommand.java
237 RE-729.txt LandCommand.java
238 RE-729.txt SetGroundSpeedCommand.java
239 RE-729.txt SetMonitoringFrequencyCommand.java
240 RE-729.txt SetStateFrequencyCommand.java
241 RE-729.txt SetVelocityCommand.java
242 RE-729.txt TakeoffCommand.java
243 RE-759.txt AFInfoPanel.java
244 RE-759.txt AFMainLayout.java
245 RE-759.txt AFMapViewOperations.java
246 RE-759.txt AFMissionOperations.java
247 RE-759.txt AbstractFlightPattern.java
248 RE-759.txt AbstractMissionTask.java
249 RE-759.txt CollisionInfo.java
250 RE-759.txt CommandIds.java
251 RE-759.txt CoordinatedLandingPattern.java
252 RE-759.txt CoordinatedTakeoffPattern.java
253 RE-759.txt DelayTask.java
254 RE-759.txt DistanceChecker.java
255 RE-759.txt EmergencyStopCommand.java
256 RE-759.txt FlightManagerService.java
257 RE-759.txt FlightManagerServiceInstance.java
258 RE-759.txt FlightManagerServiceRemoteFacade.java
259 RE-759.txt FlightZoneManager2.java
260 RE-759.txt FullMissionPlan.java
261 RE-759.txt IFlightManagerRemoteService.java
262 RE-759.txt IFlightManagerServiceInstance.java
263 RE-759.txt IFlightPattern.java
264 RE-759.txt IMissionPlan.java
265 RE-759.txt IMissionPlanningRemoteService.java
266 RE-759.txt IMissionPlanningServiceInstance.java
267 RE-759.txt IMissionTask.java
268 RE-759.txt IUAVProxy.java
269 RE-759.txt JSONMissionPlanReader.java
270 RE-759.txt LandTask.java
271 RE-759.txt ManagedDrone.java
272 RE-759.txt MissionController.java
273 RE-759.txt MissionExecutionException.java
274 RE-759.txt MissionHandler.java
275 RE-759.txt MissionPlanningService.java
276 RE-759.txt MissionPlanningServiceInstance.java
277 RE-759.txt MissionPlanningServiceRemoteFacade.java
278 RE-759.txt MissionUtil.java
279 RE-759.txt MonitoringConnectionTester.java
280 RE-759.txt PatternFactory.java
281 RE-759.txt PatternTask.java
282 RE-759.txt RemoteManager.java
283 RE-759.txt RouteTask.java
284 RE-759.txt ServiceIds.java
285 RE-759.txt SimpleCheckerMessageHandler.java
286 RE-759.txt SimpleMonitor.java
287 RE-759.txt SyncConstants.java
288 RE-759.txt SyncTask.java
289 RE-759.txt SynchronizationManager.java
290 RE-759.txt SynchronizationPoint.java
291 RE-759.txt SynchronizationState.java
292 RE-759.txt TakeoffTask.java
293 RE-759.txt TaskFactory.java
294 RE-759.txt TaskList.java
295 RE-759.txt UAVMissionPlan.java
296 RE-759.txt UAVMonitorableMessage.java
297 RE-759.txt UAVProxy.java
298 RE-759.txt WaypointTask.java
299 RE-759.txt WriteDispatcher.java
300 RE-766.txt AFMainLayout.java
301 RE-766.txt AFMapComponent.java
302 RE-77.txt AbstractDrone.java
303 RE-77.txt AbstractDroneCommand.java
304 RE-77.txt AbstractPosition.java
305 RE-77.txt CommandIds.java
306 RE-77.txt DroneException.java
307 RE-77.txt DroneFleetManager.java
308 RE-77.txt DroneFlightStateManager.java
309 RE-77.txt DroneInitializationInfo.java
310 RE-77.txt DroneSetupService.java
311 RE-77.txt DroneSetupServiceInstance.java
312 RE-77.txt DroneSetupServiceRemoteFacade.java
313 RE-77.txt DroneSimulatorServiceInstance.java
314 RE-77.txt DronologyConstants.java
315 RE-77.txt DronologyPersistenceUtil.java
316 RE-77.txt DronologyServiceRunner.java
317 RE-77.txt DummyLockObject.java
318 RE-77.txt FileManager.java
319 RE-77.txt FlightInfo.java
320 RE-77.txt FlightInfoCreator.java
321 RE-77.txt FlightManagerService.java
322 RE-77.txt FlightManagerServiceInstance.java
323 RE-77.txt FlightManagerServiceRemoteFacade.java
324 RE-77.txt FlightPlan.java
325 RE-77.txt FlightPlanFactory.java
326 RE-77.txt FlightPlanInfo.java
327 RE-77.txt FlightRoute.java
328 RE-77.txt FlightRouteInfo.java
329 RE-77.txt FlightRouteplanningServiceInstance.java
330 RE-77.txt FlightZoneManager2.java
331 RE-77.txt FlyingFieldDemoScript.java
332 RE-77.txt GoToCommand.java
333 RE-77.txt IDrone.java
334 RE-77.txt IDroneCommand.java
335 RE-77.txt IDroneCommandHandler.java
336 RE-77.txt IDroneSetupRemoteService.java
337 RE-77.txt IDroneSetupServiceInstance.java
338 RE-77.txt IFlightManagerRemoteService.java
339 RE-77.txt IFlightManagerServiceInstance.java
340 RE-77.txt IFlightPlan.java
341 RE-77.txt IFlightRoute.java
342 RE-77.txt IManagedDroneStateChangeListener.java
343 RE-77.txt IMissionPlan.java
344 RE-77.txt IPlanStatusChangeListener.java
345 RE-77.txt IRemoteManager.java
346 RE-77.txt IStartstrategy.java
347 RE-77.txt IStopStrategy.java
348 RE-77.txt IUAVPropertyUpdateNotifier.java
349 RE-77.txt InfoNotification.java
350 RE-77.txt LandingStrategy.java
351 RE-77.txt LlaCoordinate.java
352 RE-77.txt ManagedDrone.java
353 RE-77.txt ManagedHashTableList.java
354 RE-77.txt NvecInterpolator.java
355 RE-77.txt PhysicalDrone.java
356 RE-77.txt PhysicalDroneFleetFactory.java
357 RE-77.txt PlanPool.java
358 RE-77.txt PlanPoolManager.java
359 RE-77.txt RemoteInfoFactory.java
360 RE-77.txt RemoteManager.java
361 RE-77.txt RemoteRMIRemoteObject.java
362 RE-77.txt RuntimeDroneTypes.java
363 RE-77.txt SetGimbalRotationCommand.java
364 RE-77.txt SetGimbalTargetCommand.java
365 RE-77.txt SetGroundSpeedCommand.java
366 RE-77.txt SetMonitoringFrequencyCommand.java
367 RE-77.txt SetStateFrequencyCommand.java
368 RE-77.txt SetVelocityCommand.java
369 RE-77.txt SimulatorFactory.java
370 RE-77.txt SoloDirector.java
371 RE-77.txt TakeoffCommand.java
372 RE-77.txt VirtualDrone.java
373 RE-77.txt WatchServiceRunner.java
374 RE-77.txt Waypoint.java
375 RE-77.txt WorkspaceInitializer.java
376 RE-8.txt AbstractDrone.java
377 RE-8.txt DroneFlightStateManager.java
378 RE-8.txt FlightZoneManager2.java
379 RE-8.txt IMissionPlanningServiceInstance.java
380 RE-8.txt ManagedDrone.java
381 RE-8.txt MissionPlanningService.java
382 RE-8.txt MissionPlanningServiceInstance.java
383 RE-8.txt ModeChangeMessageTypeAdapter.java
384 RE-8.txt PhysicalDrone.java
385 RE-8.txt SoloDirector.java
386 RE-8.txt StatusDispatchThread.java
387 RE-8.txt UAVMessageFactory.java
388 RE-8.txt UAVModeChangeMessage.java
389 RE-80.txt ManagedDrone.java
390 RE-80.txt PhysicalDrone.java
391 RE-80.txt SoloDirector.java
392 RE-80.txt VirtualDrone.java
